"wavfile","trialnr","itemID","word","ppnr","gesturecondition","excelsheet","cross","opmerking"
"60_C1.I.3_pir†mide_ppn_019_gesture.wav","60","C1.I.3","pir†mide","019","gesture.wav","019.xlsx",NA,"begint met gelach, check textgrid"
"155_C2.I.20_aristocracia_ppn_019_nogesture.wav","155","C2.I.20","aristocracia","019","nogesture.wav","019.xlsx",NA,"verspreking, check textgrid"
"156_C1.I.3_pir†mide_ppn_019_nogesture.wav","156","C1.I.3","pir†mide","019","nogesture.wav","019.xlsx",NA,"gelach aan begin, check textgrid"
"162_C4.I.9_papel_ppn_019_gesture.wav","162","C4.I.9","papel","019","gesture.wav","019.xlsx",NA,"kuch aan einde, check textgrid"
"1_P.C2.3_voleibol_ppn_020_nogesture.wav","1","P.C2.3","voleibol","020","nogesture.wav","020.xlsx",NA,"trial lijkt een beetje afgekapt"
"53_C4.I.8_proceso_ppn_020_nogesture.wav","53","C4.I.8","proceso","020","nogesture.wav","020.xlsx",NA,"enige verlenging door twijfel"
"59_C2.I.20_aristocracia_ppn_020_nogesture.wav","59","C2.I.20","aristocracia","020","nogesture.wav","020.xlsx",NA,"wordt net een beetje afgekapt"
"85_C2.I.15_uniforme_ppn_020_nogesture.wav","85","C2.I.15","uniforme","020","nogesture.wav","020.xlsx",NA,"lichte hapering, handmatig checken"
"86_C3.I.19_esp†rrago_ppn_020_nogesture.wav","86","C3.I.19","esp†rrago","020","nogesture.wav","020.xlsx",NA,"wordt afgekapt"
"87_C2.I.3_profesor_ppn_020_nogesture.wav","87","C2.I.3","profesor","020","nogesture.wav","020.xlsx",NA,"gaat deze annotatie wel goed?"
"135_C3.I.3_c†mara_ppn_020_gesture.wav","135","C3.I.3","c†mara","020","gesture.wav","020.xlsx",NA,"annotatie checken, ppt lacht"
"2_C2.I.14_festival_ppn_021_gesture.wav","2","C2.I.14","festival","021","gesture.wav","021.xlsx",NA,"verspreking,check textgrid"
"25_C3.I.19_esp†rrago_ppn_021_nogesture.wav","25","C3.I.19","esp†rrago","021","nogesture.wav","021.xlsx",NA,"begin verbetering aan einde file, check textgrid"
"26_C3.I.16_geogr†fico_ppn_021_nogesture.wav","26","C3.I.16","geogr†fico","021","nogesture.wav","021.xlsx",NA,"begint met gelach, check textgrid"
"4_C4.I.8_proceso_ppn_022_gesture.wav","4","C4.I.8","proceso","022","gesture.wav","022.xlsx",NA,"enige verlenging door twijfel"
"23_C2.I.18_alergia_ppn_022_nogesture.wav","23","C2.I.18","alergia","022","nogesture.wav","022.xlsx",NA,"hapering, tweede keer annoteren. Check"
"2_C2.I.14_festival_ppn_023_gesture.wav","2","C2.I.14","festival","023","gesture.wav","023.xlsx","x","woord zelf wordt niet gezegd"
"3_C1.I.8_f¢rmula_ppn_023_gesture.wav","3","C1.I.8","f¢rmula","023","gesture.wav","023.xlsx",NA,"wordt gepraat voordat het woord wordt gezegd; check textgrid"
"7_C4.I.15_blusa_ppn_023_gesture.wav","7","C4.I.15","blusa","023","gesture.wav","023.xlsx",NA,"eerst gemompel voor woord; check textgrid"
"23_C2.I.18_alergia_ppn_023_nogesture.wav","23","C2.I.18","alergia","023","nogesture.wav","023.xlsx",NA,"na woord wordt deel herhaald, check textgrid"
"165_P.C2.2_democracia_ppn_023_nogesture.wav","165","P.C2.2","democracia","023","nogesture.wav","023.xlsx",NA,"verspreking, check textgrid"
"181_C3.I.11_†ngel_ppn_023_nogesture.wav","181","C3.I.11","†ngel","023","nogesture.wav","023.xlsx",NA,"gekuch aan einde, check textgrid"
"1_C3.I.18_rom†ntico_ppn_024_gesture.wav","1","C3.I.18","rom†ntico","024","gesture.wav","024.xlsx",NA,"item wordt afgekapt"
"2_C2.I.14_festival_ppn_024_gesture.wav","2","C2.I.14","festival","024","gesture.wav","024.xlsx",NA,"checken of de annotatie hier dan wel goed gaat"
"3_C1.I.8_f¢rmula_ppn_024_gesture.wav","3","C1.I.8","f¢rmula","024","gesture.wav","024.xlsx",NA,"item wordt afgekapt"
"4_C4.I.8_proceso_ppn_024_gesture.wav","4","C4.I.8","proceso","024","gesture.wav","024.xlsx",NA,"checken of de annotatie hier dan wel goed gaat"
"8_C3.I.6_saxof¢n_ppn_024_gesture.wav","8","C3.I.6","saxof¢n","024","gesture.wav","024.xlsx",NA,"overgeslagen"
"9_C3.I.8_anal°tico_ppn_024_gesture.wav","9","C3.I.8","anal°tico","024","gesture.wav","024.xlsx",NA,"item wordt afgekapt"
"10_P.C4.3_bailarina_ppn_024_gesture.wav","10","P.C4.3","bailarina","024","gesture.wav","024.xlsx",NA,"checken of de annotatie hier dan wel goed gaat"
"23_C2.I.18_alergia_ppn_024_nogesture.wav","23","C2.I.18","alergia","024","nogesture.wav","024.xlsx",NA,"verlenging door twijfel"
"29_P.C4.1_mandarina_ppn_024_nogesture.wav","29","P.C4.1","mandarina","024","nogesture.wav","024.xlsx",NA,"afgekapt en verlenging door twijfel"
"30_C3.I.15_teor°a_ppn_024_nogesture.wav","30","C3.I.15","teor°a","024","nogesture.wav","024.xlsx",NA,"twee keer uitgesproken, wordt de 2e geannoteerd?"
"47_C1.I.13_carn°vora_ppn_024_nogesture.wav","47","C1.I.13","carn°vora","024","nogesture.wav","024.xlsx",NA,"enige verlenging"
"49_C2.I.2_vacaciones_ppn_024_gesture.wav","49","C2.I.2","vacaciones","024","gesture.wav","024.xlsx",NA,"item wordt afgekapt en is niet bruikbaar door lach"
"50_C3.I.5_f£tbol_ppn_024_gesture.wav","50","C3.I.5","f£tbol","024","gesture.wav","024.xlsx",NA,"gaat annotatie hier goed?"
"69_P.C2.2_democracia_ppn_024_gesture.wav","69","P.C2.2","democracia","024","gesture.wav","024.xlsx",NA,"afgekapt en enige verlenging"
"70_C1.I.20_cafeter°a_ppn_024_gesture.wav","70","C1.I.20","cafeter°a","024","gesture.wav","024.xlsx",NA,"gaat annotatie hier goed?"
"85_C3.I.11_†ngel_ppn_024_gesture.wav","85","C3.I.11","†ngel","024","gesture.wav","024.xlsx",NA,"afgekapt"
"86_C1.I.17_micr¢fono_ppn_024_gesture.wav","86","C1.I.17","micr¢fono","024","gesture.wav","024.xlsx",NA,"gaat annotatie hier goed?"
"96_C2.I.20_aristocracia_ppn_024_gesture.wav","96","C2.I.20","aristocracia","024","gesture.wav","024.xlsx",NA,"zegt astocracia ipv aristocracia"
"126_C3.I.15_teor°a_ppn_024_gesture.wav","126","C3.I.15","teor°a","024","gesture.wav","024.xlsx",NA,"hapering, tweede uitspraak is de beste maar is ie bruikbaar?"
"128_P.C2.3_voleibol_ppn_024_gesture.wav","128","P.C2.3","voleibol","024","gesture.wav","024.xlsx",NA,"afgekapt"
"129_C4.I.11_ensalada_ppn_024_gesture.wav","129","C4.I.11","ensalada","024","gesture.wav","024.xlsx",NA,"gaat annotatie hier goed?"
"168_C4.I.13_limonada_ppn_024_nogesture.wav","168","C4.I.13","limonada","024","nogesture.wav","024.xlsx",NA,"verlenging door twijfel"
"181_C3.I.11_†ngel_ppn_024_nogesture.wav","181","C3.I.11","†ngel","024","nogesture.wav","024.xlsx",NA,"verlenging door twijfel"
"192_C2.I.20_aristocracia_ppn_024_nogesture.wav","192","C2.I.20","aristocracia","024","nogesture.wav","024.xlsx",NA,"afgekapt"
"54_C1.I.16_gram¢fono_ppn_025_gesture.wav","54","C1.I.16","gram¢fono","025","gesture.wav","025.xlsx",NA,"herhaling, check textgrid"
"74_C1.I.10_satÇlite_ppn_025_gesture.wav","74","C1.I.10","satÇlite","025","gesture.wav","025.xlsx",NA,"sateliet, dus 1 lettergreep minder, check textgrid"
"189_C1.I.2_cent°metro_ppn_025_nogesture.wav","189","C1.I.2","cent°metro","025","nogesture.wav","025.xlsx",NA,"verspreking, herhaling, check textgrid"
"8_C3.I.6_saxof¢n_ppn_026_gesture.wav","8","C3.I.6","saxof¢n","026","gesture.wav","026.xlsx",NA,"item 2x uitgesproken, 2e moet geannoteerd worden. Checken"
"10_P.C4.3_bailarina_ppn_026_gesture.wav","10","P.C4.3","bailarina","026","gesture.wav","026.xlsx",NA,"spreker verbetert zichzelf maar dat zit in het volgende item. Annotatie aanpassen?"
"11_C2.I.12_error_ppn_026_gesture.wav","11","C2.I.12","error","026","gesture.wav","026.xlsx",NA,"gaat annotatie hier wel goed (omdat er ook bailarina herhaald wordt)"
"32_P.C2.3_voleibol_ppn_026_nogesture.wav","32","P.C2.3","voleibol","026","nogesture.wav","026.xlsx",NA,"verlenging of pauze in woord aanbrengen"
"48_C3.I.20_helic¢ptero_ppn_026_nogesture.wav","48","C3.I.20","helic¢ptero","026","nogesture.wav","026.xlsx",NA,"items wordt 2x uitgesproken, 2e keer annoteren?"
"170_C1.I.10_satÇlite_ppn_026_nogesture.wav","170","C1.I.10","satÇlite","026","nogesture.wav","026.xlsx",NA,"hapering, tweede keer annoteren, maar wordt afgekapt"
"171_P.C2.1_carnaval_ppn_026_nogesture.wav","171","P.C2.1","carnaval","026","nogesture.wav","026.xlsx",NA,"gaat annotatie hier wel goed?"
"187_C1.I.12_ocÇano_ppn_026_nogesture.wav","187","C1.I.12","ocÇano","026","nogesture.wav","026.xlsx",NA,"2x uitgesproken, 2e keer annoteren?"
